BANKNIFTYWK21100PE,2020/09/18,09:15,170,192.45,127.1,192.45,75,0
BANKNIFTYWK21100PE,2020/09/18,09:21,192.45,192.45,162.1,162.1,25,100
BANKNIFTYWK21100PE,2020/09/18,09:26,162.1,162.1,109.15,109.15,25,100
BANKNIFTYWK21100PE,2020/09/18,09:27,109.15,134.85,109.15,134.85,25,100
BANKNIFTYWK21100PE,2020/09/18,09:28,134.85,137,134.85,137,25,100
BANKNIFTYWK21100PE,2020/09/18,09:29,137,137,124.6,124.6,25,125
BANKNIFTYWK21100PE,2020/09/18,09:32,124.6,137.85,124.6,133.7,50,125
BANKNIFTYWK21100PE,2020/09/18,09:34,133.7,134.7,133.7,134.7,25,125
BANKNIFTYWK21100PE,2020/09/18,09:35,134.7,134.7,129.9,129.9,25,150
BANKNIFTYWK21100PE,2020/09/18,09:36,129.9,129.9,127.35,127.35,25,150
BANKNIFTYWK21100PE,2020/09/18,09:37,127.35,159.95,127.35,159.95,50,150
BANKNIFTYWK21100PE,2020/09/18,09:40,159.95,159.95,116.85,116.85,50,200
BANKNIFTYWK21100PE,2020/09/18,09:42,116.85,127.55,116.85,127.55,50,175
BANKNIFTYWK21100PE,2020/09/18,10:03,127.55,127.55,113.35,113.35,25,200
BANKNIFTYWK21100PE,2020/09/18,10:09,142.1,142.1,124.15,139.4,100,225
BANKNIFTYWK21100PE,2020/09/18,10:18,139.4,139.4,101.95,120,125,275
BANKNIFTYWK21100PE,2020/09/18,10:21,120,125,120,125,100,250
BANKNIFTYWK21100PE,2020/09/18,10:37,125,133.1,125,133.1,25,350
BANKNIFTYWK21100PE,2020/09/18,10:38,133.1,133.1,130,130,125,350
BANKNIFTYWK21100PE,2020/09/18,10:39,130,130,106.25,106.25,25,400
BANKNIFTYWK21100PE,2020/09/18,10:40,106.25,132,106.25,132,100,400
BANKNIFTYWK21100PE,2020/09/18,10:41,132,135.3,132,135.3,25,400
BANKNIFTYWK21100PE,2020/09/18,10:43,135.3,135.3,132.05,132.05,50,500
BANKNIFTYWK21100PE,2020/09/18,10:44,132.05,134.1,132.05,134.1,25,475
BANKNIFTYWK21100PE,2020/09/18,10:45,134.1,136.45,134.1,136.45,25,475
BANKNIFTYWK21100PE,2020/09/18,10:49,136.45,139,136.45,139,25,425
BANKNIFTYWK21100PE,2020/09/18,11:03,139,139,132.6,132.6,50,425
BANKNIFTYWK21100PE,2020/09/18,11:05,132.6,134.9,132.6,134.9,25,425
